場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
花博公園天使生活館,臺北市,中山區,新庄里,濱江街,,,6號,1樓,02-25857228轉105,週二至週日 09:00~17:00,自行前往哺集乳室，並登記,依法設置
林安泰古厝民俗文物館,臺北市,中山區,新庄里,濱江街,,,5號,1樓,02-25996026,週二至週日 09:00~17:00,自行前往哺集乳室，並登記,依法設置
臺北市國稅局松山分局,臺北市,中山區,復華里,南京東路,3段,,131號,3樓,02-27183606轉108,週一至週五 08:30~17:30,自行前往哺集乳室，並登記,依法設置
臺北市立圖書館長安分館,臺北市,中山區,民安里,長安西路,,,3號,4樓,02-25625540,"週二至週六 08:30~21:00
週日至週一 09:00~17:00",自行前往哺集乳室，並登記,依法設置
中山公民會館,臺北市,中山區,集英里,中山北路,2段,,128號,2樓,02-25314169,"週二至週六 09:00~21:00 週日 09:00~17:00
中午12:00~14:00不對外開放",自行前往哺集乳室，並登記,依法設置
新光三越百貨股份有限公司台北南西分公司三館,臺北市,中山區,民安里,南京西路,,,15號,5樓,"02-25682868轉3075
0977-168368",週一至週日 11：00~22：00,自行前往哺集乳室，並登記,依法設置
臺北漁產運銷股份有限公司,臺北市,中山區,行孝里,民族東路,,410巷2弄,20號,1樓,"02-25099490 
0921-968923",週一至週五 08:30~17:30,自行前往哺集乳室，並登記,依法設置
臺北農產運銷股份有限公司,臺北市,中山區,行孝里,民族東路,,,336號,1樓,02-25162519轉5816,週一至週五 08:00~17:00(全時段開放),自行前往哺集乳室，並登記,依法設置
臺北大眾捷運股份有限公司(松江南京站),臺北市,中山區,興亞里,松江路,,-,126號,捷運6.7號出口旁,02-21812345,週一至週日 09：00~17：00,自行前往哺集乳室，並登記,依法設置
國稅局中北中南稽徵所,臺北市,中山區,中央里,松江路,,,219號,3樓,02-2502-4181轉5103/02-25063050轉5222,週一至週五 08:30~17:30,自行前往哺集乳室，並登記,依法設置
誠品生活股份有限公司(南西店),臺北市,中山區,民安里,南京西路,,,14號,3樓,02-02-2581-3358,週一至週日 11：00~22：00,自行前往哺集乳室，並登記,依法設置
老爺大酒店,臺北市,中山區,中山里,中山北路,2段,,37之1號,4樓,02-25423299轉359,全日24小時開放,自行前往哺集乳室，並登記,依法設置
晶華酒店,臺北市,中山區,康樂里,中山北路,2段,39巷,3號,地下室1樓,02-2521500轉3328,全日24小時開放,自行前往哺集乳室，並登記,依法設置
美麗信花園酒店,臺北市,中山區,埤頭里,市民大道,3段,,83號,,02-77025136,全日24小時開放,自行前往哺集乳室，並登記,依法設置
亞都麗緻大飯店,臺北市,中山區,新福里,民權東路,2段,,41號,地下室1樓,02-77352353,全日24小時開放,自行前往哺集乳室，並登記,依法設置
欣欣百貨,臺北市,中山區,康樂里,林森北路,,,247號,1樓,02-25212211轉188、190,週一至週日 11：00~22：00,自行前往哺集乳室，並登記,依法設置
歐華酒店,臺北市,中山區,圓山里,林森北路,,,646號,,02-25853258,全日24小時開放,自行前往哺集乳室，並登記,依法設置
國王大飯店,臺北市,中山區,正義里,南京東路,1段,,118號,,02-25811111轉2208,全日24小時開放,自行前往哺集乳室，並登記,依法設置
第一大飯店,臺北市,中山區,中吉里,南京東路,2段,,63號,地下室1樓,02-25418234轉110,全日24小時開放,自行前往哺集乳室，並登記,依法設置
台北美福大飯店,臺北市,中山區,成功里,樂群二路  ,,,55號,2樓,02-77325599轉1663,全日24小時開放,自行前往哺集乳室，並登記,依法設置
義華酒店,臺北市,中山區,金泰里,樂群二路  ,,,197號,1樓,02-21757999轉1701,全日24小時開放,自行前往哺集乳室，並登記,依法設置
台北萬豪酒店,臺北市,中山區,金泰里,樂群二路  ,,,199號,1樓,02-21757999轉1701,全日24小時開放,自行前往哺集乳室，並登記,依法設置
花博公園圓山園區(爭艷館)_臺北市休閒農業旅遊服務中心(財團法人臺北市會展產業發展基金會委外),臺北市,中山區,圓山里,玉門街,,,1號, 花博公園圓山園區(爭艷館)原圓山遊客服務中心,02-25969214,週二至週日 09:00~17:00,自行前往哺集乳室，並登記,依法設置
JR東日本大飯店台北,臺北市,中山區,復華里,南京東路,3段,,133號,1樓,02-77500900,全日24小時開放,自行前往哺集乳室，並登記,依法設置
立法院,臺北市,中正區,幸福里,中山南路,,,1號,B1,23585732,僅提供洽公民眾 週一~週五8:30~18:00,自行前往哺集乳室，並登記,依法設置
內政部,臺北市,中正區,東門里,徐州路,,,5號,3樓,23565143,週一~週五8:00~18:00,自行前往哺集乳室，並登記,依法設置
交通部,臺北市,中正區,東門里,仁愛路,1段,,50號,1樓,23492527,週一~週五8:30~18:00,自行前往哺集乳室，並登記,依法設置
內政部移民署-臺北市服務站,臺北市,中正區,南門里,廣州街,,,15號,B1,23889393轉3104,週一~週五8:00~17:00,自行前往哺集乳室，並登記,依法設置
臺灣高等法院(民事庭貴陽街),臺北市,中正區,建國里,貴陽街,1段,,233號,2樓,23713261轉8579,週一~週五9:00~17:00,自行前往哺集乳室，並登記,依法設置
臺灣高等法院(刑事庭博愛路),臺北市,中正區,建國里,博愛路,,,127號,2樓,23713261轉8579,週一~週五9:00~17:00,自行前往哺集乳室，並登記,依法設置
中央健康保險署臺北業務組,臺北市,中正區,黎明里,公園路,,,15之1號,5樓,2348-6597,依門診時間開放 週一~週五8:30~17:00,自行前往哺集乳室，並登記,依法設置
中央健康保險署臺北業務組,臺北市,中正區,黎明里,公園路,,,15之1號,1樓,2348-6597,"依門診時間開放
週一~週五8:30~17:00",自行前往哺集乳室，並登記,依法設置
國家圖書館,臺北市,中正區,建國里,中山南路,,,20號,B1,23619132轉158,"週二~週六8:00~22:00
每個月第一個禮拜一及國定假日不開放
週一.週日8:00~17:00",自行前往哺集乳室，並登記,依法設置
國立歷史博物館,臺北市,中正區,南門里,南海路,,,49號,3樓,23610270轉506,週二~週日10:00~18:00,自行前往哺集乳室，並登記,依法設置
國立中正紀念堂管理處,臺北市,中正區,東門里,中山南路,,,21號,1樓,23431100轉1072,每日09:00~18:00,自行前往哺集乳室，並登記,依法設置
臺北市政府警察局,臺北市,中正區,光復里,延平南路,,,96號,1樓,23818002,每日24小時,自行前往哺集乳室，並登記,依法設置
臺北市政府警察局中正第二分局,臺北市,中正區,南門里,南海路,,,35號,1樓,23751981,每日24小時,自行前往哺集乳室，並登記,依法設置
臺北市交通事件裁決所,臺北市,中正區,水源里,羅斯福路,4段,,92號,7樓,23658270轉613/專線:2367-8706,週一~週五8:30~17:00,自行前往哺集乳室，並登記,依法設置
臺北市稅捐稽徵處,臺北市,中正區,梅花里,北平東路,,,7之2號,1樓,23949211轉426,週一~週五8:30~17:30,自行前往哺集乳室，並登記,依法設置
臺北市家庭暴力暨性侵害防治中心,臺北市,中正區,建國里,延平南路,,,123號,5樓,23615295轉6903,週一~週五8:00~18:00,自行前往哺集乳室，並登記,依法設置
臺北市立聯合醫院和平婦幼院區(和平院區2樓),臺北市,中正區,愛國里,中華路,2段,,33號,2樓,23889595轉2142,週一~週五08:30~17:00,自行前往哺集乳室，並登記,依法設置
"臺北市立聯合醫院和平婦幼院區
(婦幼院區1樓兒科門診)",臺北市,中正區,南福里,福州街,,,12號,1樓,23916471轉1222,週一~週六08:00~17:00,自行前往哺集乳室，並登記,依法設置
"臺北市立聯合醫院和平婦幼院區
(婦幼院區健檢處旁)",臺北市,中正區,南福里,福州街,,,12號,1樓,23916471轉1222,週一~週六08:00~17:00,自行前往哺集乳室，並登記,依法設置
國立臺灣大學醫學院附設醫院(西址院區婦產科門診),臺北市,中正區,黎明里,中山南路,,,8號,1樓,23123456轉262503,週一~週五8:00~17:00,自行前往哺集乳室，並登記,依法設置
國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科2樓),臺北市,中正區,黎明里,中山南路,,,8號,2樓,23123456轉70302,"週一~週五8:00~17:00
週六8:00~12:00",自行前往哺集乳室，並登記,依法設置
國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科3樓),臺北市,中正區,黎明里,中山南路,,,8號,3樓,23123456轉70302,"週一~週五8:00~17:00
週六8:00~12:00",自行前往哺集乳室，並登記,依法設置
國立臺灣大學醫學院附設醫院(兒童醫療大樓兒科4樓),臺北市,中正區,黎明里,中山南路,,,8號,4樓,23123456轉70302,週一~週五8:00~16:30,自行前往哺集乳室，並登記,依法設置
三軍總醫院附設民眾診療服務處汀州院區,臺北市,中正區,富水里,汀州路,3段,,40號,2樓,87923311轉12702            87923311轉88605,週一~週五8:00~20:00 週六8:00~12:00,自行前往哺集乳室，並登記,依法設置
臺灣銀行股份有限公司,臺北市,中正區,建國里,重慶南路,1段,,120號,1F,23494375,週一~週五9:00~17:00,自行前往哺集乳室，並登記,依法設置
台北自來水事業處西區營業分處,臺北市,中正區,南福里,牯嶺街,,,38號,1樓,33431661   02-33431651,週一~週五08:30~17:30,自行前往哺集乳室，並登記,依法設置
交通部臺灣鐵路管理局台北運務段臺北站,臺北市,中正區,黎明里,北平西路,,,3號,1樓,23815226轉2812,每日06:00~24:00,自行前往哺集乳室，並登記,依法設置
交通部臺灣鐵路管理局台北運務段臺北站,臺北市,中正區,黎明里,北平西路,,,3號,B1(東南角親子廁所旁),23815226轉2812,每日06:00~24:00,自行前往哺集乳室，並登記,依法設置
台灣高速鐵路股份有限公司台北車站,臺北市,中正區,黎明里,北平西路,,,3號,B1(東進口、7-12車付費區),40663000    0937-395-211,每日06:00~24:00,自行前往哺集乳室，並登記,依法設置
臺北大眾捷運股份有限公司(臺北車站),臺北市,中正區,黎明里,忠孝西路,1段,,49號,,25363001#8683,每日06:00~24:00,自行前往哺集乳室，並登記,依法設置
新光三越百貨股份有限公司台北站前分公司,臺北市,中正區,黎明里,忠孝西路,1段,,66號,8樓,23885552轉5810      ,"週一~週四、週日11:00~21:45
週五~週六11:00~21:45",自行前往哺集乳室，並登記,依法設置
天成飯店股份有限公司,臺北市,中正區,黎明里,忠孝西路,1段,,43號,17樓,23617856轉3221,每日07:00~22:00,自行前往哺集乳室，並登記,依法設置
台灣電力股份有限公司,臺北市,中正區,文盛里,羅斯福路,3段,,242號,1樓(健康促進室),23666393,週一~週五8:00~17:00,自行前往哺集乳室，並登記,依法設置
台灣電力股份有限公司,臺北市,中正區,文盛里,羅斯福路,3段,,242號,副樓9樓,23666393,週一~週五8:00~17:00,自行前往哺集乳室，並登記,依法設置
臺灣文創發展股份有限公司(華山1914文創園區),臺北市,中正區,梅花里,八德路,1段,,1號,果酒1樓樓梯下方,23581914轉581、200、201,週一~週日09:30~20:30,自行前往哺集乳室，並登記,依法設置
臺灣文創發展股份有限公司(華山1914文創園區),臺北市,中正區,梅花里,八德路,1段,,1號,果酒大樓2樓,23581914轉581、200、201,週一~週日09:30~20:30,自行前往哺集乳室，並登記,依法設置
臺北大眾捷運股份有限公司(西門站),臺北市,中正區,建國里,寶慶路,,,32之1號,B1,25363001#8683,每日06:00~24:00,自行前往哺集乳室，並登記,依法設置
微風場站開發股份有限公司,臺北市,中正區,黎明里,北平西路,,,3號,2樓,66328999轉5500,每日10:00~22:00,自行前往哺集乳室，並登記,依法設置
國立臺灣大學醫學院附設醫院(東址南棟1樓),臺北市,中正區,黎明里,中山南路,,,8號,1樓,23123456轉262411,每日24小時,自行前往哺集乳室，並登記,依法設置
喜來登飯店,臺北市,中正區,幸福里,忠孝東路,1段,,12號,B2,23215858轉8106/66338066,每日10:00-22:00,自行前往哺集乳室，並登記,依法設置
臺北市立圖書館王貫英先生紀念圖書館,臺北市,中正區,頂東里,汀州路,2段,,265號,1樓,23678734,"週二~週六8:30~21:00
週日、週一9:00~17:00",自行前往哺集乳室，並登記,依法設置
財團法人台北市客家文化基金會           (臺北市客家文化主題公園),臺北市,中正區,林興里,汀州路,3段,,2號,,23691198轉334,"每週一休館
週二~週日9:00~18:00",自行前往哺集乳室，並登記,依法設置
臺灣土地銀行營業部,臺北市,中正區,黎明里,館前路,,,46號,2樓,23483618,週一~週五 9:00~15:30(對外) 9:00~19:00(對內),自行前往哺集乳室，並登記,依法設置
中華郵政股份有限公司臺北北門郵局,臺北市,中正區,光復里,博愛路,,,1號,1樓,23114331轉7200,週一~週五8:30~21:00   週六9:00~12:00   ,自行前往哺集乳室，並登記,依法設置
臺北大眾捷運股份有限公司(中正紀念堂站),臺北市,中正區,龍福里,羅斯福路,1段,,8之1號,B2,25363001#8683,每日06:00~24:50,自行前往哺集乳室，並登記,依法設置
臺北大眾捷運股份有限公司(古亭站),臺北市,中正區,頂東里,羅斯福路,2段,,164號,B1,25363001#8683,每日07:00~22:00,自行前往哺集乳室，並登記,依法設置
臺北自來水園區,臺北市,中正區,水源里,思源街,,,1號,1樓(護理站),"83695091#5217
83695217","夏日週二~週日9:00~18:00                
非夏日週二~週日9:00~17:00",自行前往哺集乳室，並登記,依法設置
臺北自來水園區,臺北市,中正區,水源里,思源街,,,1號,1樓(餐飲部),"83695091#5217
83695217","夏日週二~週日9:00~18:00                
非夏日週二~週日9:00~17:00",自行前往哺集乳室，並登記,依法設置
臺北市中正運動中心,臺北市,中正區,東門里,信義路,1段,,1號,1樓,23963358轉618,每日06:00~20:00,自行前往哺集乳室，並登記,依法設置
臺北市立圖書館(城中分館),臺北市,中正區,幸市里,濟南路,2段,,46號,3樓,23938274轉9,"週二~週六8:30~21:00 週日、週一9:00~17:00
每月第一個星期四及國定假日休館",自行前往哺集乳室，並登記,依法設置
臺灣臺北地方法院,臺北市,中正區,建國里,博愛路,,,131號,B1,23146871轉6616,週一~週五8:30~17:30,自行前往哺集乳室，並登記,依法設置
臺灣臺北地方法院檢察署(對外),臺北市,中正區,建國里,博愛路,,,131號,B1,23146871轉6616,週一~週五8:30~17:30,自行前往哺集乳室，並登記,依法設置
郵政博物館,臺北市,中正區,龍福里,重慶南路,2段,,45號,4樓,23945185轉815,週二~週日9:00~17:00,自行前往哺集乳室，並登記,依法設置
