場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
新興醫院,台南市,新營區,,中興路,,,10號,,06-6330011,週一至週五08:00~21:00(提供員工及顧客使用，但民眾要使用時請詢問工作人員),,自願設置
新營台鐵站,台南市,新營區,,中山路,,,1號,,06-6322104,週一至週日首班車至末班車之間的時段,,自願設置
新營高工,台南市,新營區,,中正路,,,68號,,06-6322377#206 #216健康中心,週一至週五08:00~17:00僅供員工使用及家屬及研習老師,,自願設置
新營區戶政事務所,台南市,新營區,,民治路,,,36號,,06 632 3470,週一至週五08:00~17:30,,自願設置
新營區衛生所,台南市,新營區,大宏里,三民路,,,72號,,06-6355696,8:00-17:30,,自願設置
新豐基督長老教會,台南市,關廟區,山西里,文衡路,,,111號,,06-5952492,09:00-17:00(12:00-13:30休息，週一至週五)，提供民眾使用,,自願設置
瑞賢實業股份有限公司,台南市,仁德區,一甲里,忠義一街,,38巷,13號,,06-2702179,週一至週五08:00~17:00(僅提供員工使用),,自願設置
群創光電股份有限公司(10廠，每廠至少2家哺乳室),台南市,新市區,,紫棟路,,,21號,,06-5051888#71218 李小姐,24小時開放；僅供廠區員工及洽公人員使用,,自願設置
萬在工業股份有限公司,台南市,關廟區,關廟里,中山路,2段,,260號,,06-5952614#100  護理師,8:00-17:10(供員工使用),,自願設置
頑皮世界野生動物園,台南市,學甲區,三慶里,頂洲,,,75-25號,,06-7810000,週一至週日9:00-17:00,,自願設置
旗勝科技股份有限公司(台南廠),台南市,麻豆區,寮廍里,寮仔廍,,,166號之21號,,06-5714493#411 健康中心,"24小時開放；僅供廠區員工
2.洽公人員W1-W5(8:40-18:00)",,自願設置
榮盈企業公司,台南市,佳里區,子龍里,子龍三街,,,18號,,"06-7262168#210
張經理","週一至週五08:00~17:00
(僅提供員工使用)",,自願設置
榮剛材料科技(股)公司(柳營廠),台南市,柳營區,大農里,腳腿仔大道,,,13號,,06-6520031,週一至週五08:00-17:00(僅供場區員工及客戶使用),,自願設置
漚汪國小,台南市,將軍區,長榮里,長榮路,,,4號,,06-7942012,週一至週五07:40~16:00僅供員工及研習老師使用,,自願設置
漢民科技股份有限公司(一期),台南市,新市區,豐華里,大利一路,,,5號,,06-5055588#7995  ,09:00-16:00；僅供廠區員工及洽公人員使用,,自願設置
漢民科技股份有限公司(二期),台南市,新市區,豐華里,大利一路,,,7號,,06-5055588#7995,09:00-16:00；僅供廠區員工及洽公人員使用,,自願設置
福爾摩沙遊艇酒店,台南市,安平區,王城里,安平路,,,988號,,06-3911313,周一至周日 24小時 請洽服務台,,自願設置
臺南市下營區公所,台南市,下營區,下營里,中山路,一段,,170號,,06-6892104#323(黃先生),8:00-17:00(僅上班日提供),,自願設置
臺南市仁德區公所,台南市,仁德區,仁德里,中正路,三段, ,5號,,06-2704211#202鍾小姐,08:00-17:30(僅上班日提供),,自願設置
臺南市仁德區親子悠遊館,台南市,仁德區,上崙里,上崙街,,459巷,82號,2樓,06-2706729,"週二 13:00-17:00、週三至週日 9:00-12:00、13:00-17:00
國定假日、週一全日及週二上午休館",,自願設置
臺南市六甲國民小學,台南市,六甲區,六甲里,中正路,,,319號,,06-6982041 保健室,週一至週五7:40-16:00 僅供員工使用,,自願設置
臺南市文賢國中,台南市,北區,,文賢一路,,,2號,,06-2587571#114,週一至週五08:00~17:00(僅提供員工使用),,自願設置
臺南市立山上國民中學,台南市,山上區,山上里, ,,,130號,,06-5781023#20校護,週一至週五8:00-16:00  僅供員工及洽公人員使用,,自願設置
臺南市立中山國民中學,台南市,中西區,,南寧街,,,45號,,06-2134792,週一至週五08:00~17:00僅供員工使用,,自願設置
臺南市安平區西門實驗小學,台南市,安平區,,安北路,,,180號,,06-391-4141#820林小姐,週一至週五 08:00~16:00(僅供員工及家長及研習老師使用),,自願設置
臺南市私立領袖學院慈仁幼兒園,台南市,東山區, 大客里,凹子腳,,,47號,,06-6800853,週一至週五09:00~15:00(僅提供 員工使用),,自願設置
臺南市佳里區國稅局,台南市,佳里區,,忠孝路,,,25號,1樓,"06-7224178#5409
黃小姐",週一至週五8:00-12:00 13:30~17:30(國定假日及例假日休假),,自願設置
臺南市府東戶政事務所,台南市,東區,崇信里,崇善路,,,195號,,06-3351559,上班日:8:00-17:30(週六有上班08:00-12:00亦有開放),,自願設置
臺南市東山國小,台南市,東山區,,青葉路,二段,,49號,,06 6802274,週一至週五07:00~16:00 (僅供員工使用),,自願設置
臺南市東山國中,台南市,東山區,,青葉路,一段,,132號,,06 680 2175,週一至週五07:00~16:00 (僅供員工使用),,自願設置
臺南市政府北戶政事務所,台南市,北區,,成功路,,238巷,7號,,06-2219303,週一至週五08：00~17：30（每週六，上午08：00~12：00）週六上班如遇連續假日或特殊情形將暫停服務）,,自願設置
臺南市政府消防局第七大隊暨南門消防分隊,台南市,南區,,南門路,,,273號,,06-2151510,"每日07:00-23:00,有需求請洽服務台",,自願設置
臺南市政府警察局,台南市,新營區,民權里,中正路,,,3號,,06-6329570#43高先生,8:00-17:30 (僅週一至週五),,自願設置
臺南市政府警察局永康分局,台南市,永康區,,東橋七路,,,320號,,06 233 3324,向警察局詢問,,自願設置
臺南市警察局新營分局,台南市,新營區,,中山路,,,119號,,06-6354822,24小時,,自願設置
臺灣汽電股份有限公司,台南市,官田區,,工業西路,,,28號,,06 6989014,週一至週五08:00~17:30(僅提供員工使用),,自願設置
億載金城,台南市,安平區,,光州路,,,3號,,06-2951504,週一至週日08:30~17:30,,自願設置
德光中學,台南市,東區,,德光街,,,106號,,06-2894560,週一至週五08:00~17:00僅供員工使用(有需求員工其上班時間都可以使用),,自願設置
緯穎科技服務股份有限公司台南分公司,台南市,安定區,,北園三路,,,8號,,06-601-3588,週一至週日：24小時(開放員工及申請入廠訪客使用),,自願設置
黎明高級中學,台南市,麻豆區,井東里,磚子井,,,141號,,06-5717123 #232胡小姐,"週一至週五08:00~17:30
(僅限員工使用)",,自願設置
學甲區公所,台南市,學甲區,仁得里,華宗路,,,313號,,06-7832100,週一至週五08:00~12:00  13:30~17:30,,自願設置
學甲區圖書館,台南市,學甲區,仁得里,建國路,,,38號3樓,,06-7821270,"週二至週五08:00~18:00
週六及週日09:00~17:00",,自願設置
學甲區衛生所,台南市,學甲區,仁得里,建國路,,,38號,,06-7833359,"週一至週五
8:00-17:30",,自願設置
興南汽車客運玉井站,台南市,玉井區,,中正路,,,54號,,06-5742005,週一至週日06:00~22:00,,自願設置
龍崎區公所,台南市,龍崎區,崎頂里,新市子,,,103號,,06-5941326,週一至週五8:00-17:00(國定假日及例假日休假),,自願設置
龍崎區圖書館,台南市,龍崎區,崎頂里,新市子,,,38號,,06-5941653,"週二至週五08:00~17:00
週六、週日08:00~18:00",,自願設置
龍崎區衛生所,台南市,龍崎區,崎頂里,新市子,,,158號,,06-5941397,周一至周五8:00-17:30(國定假日及例假日休假),,自願設置
營新醫院,台南市,新營區,,隋唐街,,,228號,,06-6592345,洽詢服務人員,,自願設置
璨揚企業股份有限公司,台南市,安南區,,工業一路,,,18號,,06-384-3988#303林小姐,週一至週五 08:00~17:00(僅供員工使用),,自願設置
聯合再生能源股份有限公司,台南市,安南區,,本田路,二段,,518號,,06-7006588,週一至週五8:00-17:30(限員工使用),,自願設置
聯華電子股份有限公司,台南市,新市區,豐華里,南科二路,,,18號,,06-5054888#11186,24小時開放；僅供廠區員工使用(共3間),,自願設置
歸仁地政事務所,台南市,歸仁區,六甲里,中正南路,一段,,1203號,,06-3308377,週一至週五8:30-12:00             13:30~17:30(國定假日及例假日休假),,自願設置
"歸仁區戶政事務所
",台南市,歸仁區,,中正南路,一段,,1205號,,06-2302756#108郭小姐,週一至週五08:00~17:30,,自願設置
歸仁區圖書館,台南市,歸仁區,,大德路,,,127號,,06-2390512,週二至週五8:00-20:00:周六和周日08:00~17:00(周一及國定假日休館),,自願設置
歸仁區衛生所,台南市,歸仁區,,中正北路,1段,,1號,,06-2304030,8:00-17:30,,自願設置
歸仁區親子悠遊館,台南市,歸仁區,看西里,仁愛南街,,,288號,2樓,06-2300501,"週二下午13:00-17:00
週三至週日上午09:00-12:00、下午13:00-17:00",,自願設置
瀚宇彩晶股份有限公司台南科學園區分公司,台南市,新市區,豐華里,南科二路,,,35號,,06-5052880,24小時開放；僅供廠區員工及洽公人員W1-W5(8:40-18:00),,自願設置
關廟區衛生所,台南市,關廟區,山西里,中正路,,,1000號,,06-5952395,上班時間8:00-17:30,,自願設置
關廟國小,台南市,關廟區,,東安街,,,70號,,06-5965564,週一至週五08:00~16:00(僅供員工使用),,自願設置
關廟轉運站,台南市,關廟區,,中正路,,,560號,,06-5957839,週一至週日05:30~22:00(有需要的民眾請詢問服務台),,自願設置
鯤鯓國民小學,台南市,將軍區,鯤溟里,鯤溟,,,6號,,06-7920185#162 (保健室),星期一~五0800-1600僅供員工使用,,自願設置
蘭都觀光工廠,台南市,六甲區,二甲里,和平街,,,185之7號,,06-6995208*129周小姐,週一至週日08:00~17:00,,自願設置
鹽水區公所,台南市,鹽水區,,中山路,,,47號,,"06-6521038
#212賴先生",週一至週五8:00-17:30(僅上班日提供),,自願設置
鹽水區地政事務所,台南市,鹽水區,月港里,武廟路,,,1-1號,,06-6522491 #323蘇小姐,週一至週五8:00-17:30(僅上班日提供),,自願設置
鹽水區衛生所,台南市,鹽水區,月港里,武廟路,,,1號,,06-6521041,週一至週五8:00-17:30(僅上班日提供),,自願設置
三星鄉公所,宜蘭縣,三星鄉,,集義路,,,168號,,9892018,週一至週五上午8時至下午5時,無,自願設置
大同鄉公所,宜蘭縣,大同鄉,,朝陽路,,,38號,,9801004,週一至週五上午8時至下午5時,無,自願設置
中美矽晶製品股份有限公司宜蘭分公司,宜蘭縣,五結鄉,,利工一路,2段,,1號,,99055511,週一至週五上午9時至下午5時,無,自願設置
內政部移民署北區事務大隊宜蘭縣服務站,宜蘭縣,羅東鎮,,純精路,3段,160巷,16號,4樓,9575448,週一至週五上午8時至下午5時30分,無,自願設置
化龍一村眷舍群,宜蘭縣,宜蘭市,,武營街,,71巷,36號,,9322440,營業時間,無,自願設置
天主教靈醫會醫療財團法人羅東聖母醫院,宜蘭縣,羅東鎮,,中正南路,,,160號,,9544106,門診時間,無,自願設置
冬山河森林公園生態綠舟,宜蘭縣,冬山鄉,,冬山路,2段,,172號,,9591314,週一至週五上午9時至下午5時,無,自願設置
台灣化學纖維股份有限公司龍德廠,宜蘭縣,冬山鄉,,龍祥十路,,,2號,,03991621#300,週一至週五上午9時至下午4時,無,自願設置
台灣自來水公司宜蘭北區服務所,宜蘭縣,宜蘭市,,復興路,1段,,5號,,9323255,營業時間,無,自願設置
台灣湯淺電池股份有限公司,宜蘭縣,冬山鄉,,龍祥八路,,,2號,,9902306#228,週一至週五上午9時至下午4時,無,自願設置
台灣電力股份有限公司宜蘭區營業處,宜蘭縣,宜蘭市,,舊城西路,,,111號,,9354800,營業時間,無,自願設置
交通部公路總局臺北區監理所宜蘭監理站,宜蘭縣,五結鄉,,中正路,2段,,9號,,9658461,週一至週五上午9時至下午5時,無,自願設置
交通部臺灣鐵路管理局宜蘭運務段礁溪火車站,宜蘭縣,礁溪鄉,,溫泉路,,,1號,,9886940,週一至週日全日,無,自願設置
交通部觀光局東北角暨宜蘭海岸國家風景區管理處宜蘭站,宜蘭縣,壯圍鄉,過嶺村,壯濱路,3段,,295號,,9308420,每日上午9時至下午5時,無,自願設置
壯圍親子館,宜蘭縣,壯圍鄉,,古亭路,,,81號,,9301022,週一至週五上午8時至下午5時,無,自願設置
杏輝藥品工業股份有限公司,宜蘭縣,冬山鄉,,中山路,,,84號,,9581101,8:00-17:30,無,自願設置
村却國際溫泉酒店,宜蘭縣,羅東鎮,,站東路 ,,,190號,,9057988,週一至週日上午7時至21時,無,自願設置
私立慧燈高級中學,宜蘭縣,員山鄉,,枕山路,,,117-60號,,9229968,週一至週五上午8時至下午5時,無,自願設置
宜鼎國際股份有限公司宜蘭分公司,宜蘭縣,宜蘭市,建業里,宜科路,,,128號,,9103300,營業時間,無,自願設置
宜蘭力麗威斯汀度假酒店,宜蘭縣,員山鄉,,永同路,3段,,268號,,9232111,週一至週日上午8時至下午9時,無,自願設置
宜蘭中山路郵局(宜蘭市郵政總局),宜蘭縣,宜蘭市,,中山路,3段,,130號,,9326727,營業時間,無,自願設置
宜蘭安永樂活股份有限公司,宜蘭縣,蘇澳鎮,,中山路,2段,,415號,,9953399,週一至週五   上午8時至下午5時,無,自願設置
宜蘭國民運動中心,宜蘭縣,宜蘭市,,公園路,,,66號,,9254566,營業時間,無,自願設置
宜蘭餅發明館,宜蘭縣,蘇澳鎮,,海山西路,,,369號,,9901869,營業時間,無,自願設置
宜蘭縣三星鄉衛生所,宜蘭縣,三星鄉,,三星路,5段,,70號,,9892227,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣三星親子館,宜蘭縣,三星鄉,,星義路,,,72號,,9895766,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣大同鄉衛生所,宜蘭縣,大同鄉,,,,朝陽,40號,,9801089,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣五結鄉五結國民小學,宜蘭縣,五結鄉,,五結中路,2段,,88號,,9507272,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣五結鄉利澤國民小學,宜蘭縣,五結鄉,,利寶路,,,101號,,9503805,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣五結鄉衛生所,宜蘭縣,五結鄉,,五結路,2段,,337號,,9501564,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣冬山鄉立圖書館,宜蘭縣,冬山鄉,,冬山路,,,100號,,9592426,週一至週五上午9時至下午5時,無,自願設置
宜蘭縣冬山鄉衛生所,宜蘭縣,冬山鄉,,中正路,,,16號,,9591140,週一至週日上午8時至下午5時,無,自願設置
宜蘭縣冬山親子館,宜蘭縣,冬山鄉,平安村,安中路,,,35號,,9595592-13,營業時間,新增,自願設置
宜蘭縣立五結國民中學,宜蘭縣,五結鄉,,大吉路,,,12-3號,,9501105,週一至週五上午8時至下午5時,無,自願設置
宜蘭縣立頭城國民中學,宜蘭縣,頭城鎮,,復興路,,,145號,,9771002,週一至週五上午8時至下午6時,無,自願設置
宜蘭縣壯圍國民小學健康中心,宜蘭縣,壯圍鄉,,壯五路,,,55號,,9384442-107,週一至週五上午8時至下午5時,無,自願設置
